-5,123.867798902716
-4.9,63.1382960560498
-4.8,4.16319567121858
-4.7,-0.163918391200195
-4.6,-33.7274878102062
-4.5,-38.1195151222389
-4.4,-65.9663810854219
-4.3,-92.4296151920476
-4.2,-91.6846280542528
-4.1,-97.7804056501561
-4,-120.79937677007
-3.9,-117.697050985833
-3.8,-106.771796171973
-3.7,-108.953639627191
-3.6,-105.175929519932
-3.5,-77.4853844686994
-3.4,-85.8670164194548
-3.3,-83.6680611342414
-3.2,-67.87305862158
-3.1,-96.24697507788
-3,-68.8173464905658
-2.9,-47.669589400582
-2.8,-55.6247552002497
-2.7,-42.7454125450114
-2.6,-31.719056359018
-2.5,-39.0105616870469
-2.4,-38.9519343553586
-2.3,-31.8444197688856
-2.2,-12.0872307076163
-2.1,-8.65096815135934
-2,-22.4851386830122
-1.9,-25.2332957625516
-1.8,-10.4557498415152
-1.7,-2.09102790963399
-1.6,-2.69258074963597
-1.5,-1.82889756248852
-1.4,-12.847106258533
-1.3,7.81489627029623
-1.2,-14.6648511159453
-1.1,8.65874865698178
-1,0.426333441046009
-0.9,-2.64130801478778
-0.8,8.326357761428
-0.7,4.02583812513926
-0.6,-4.26653520422055
-0.5,-2.43636954412307
-0.4,4.02304375958728
-0.3,-5.46372386302235
-0.2,8.4217982506709
-0.1,5.07851608766308
0,3.0574367134151
0.0999999999999996,-3.13070854945964
0.2,-9.51604033981757
0.3,0.770022609431956
0.4,-11.1757563154637
0.5,26.4095526357454
0.6,18.23456172812
0.7,4.08338108718962
0.8,-3.03793924267372
0.9,-26.0302220993242
1,-17.4325514217276
1.1,-8.43767002680182
1.2,10.3304079113117
1.3,-4.22471235622099
1.4,-10.6159345325685
1.5,-21.6416944576073
1.6,-21.6312811668514
1.7,-14.664972991357
1.8,-20.5790550712699
1.9,-12.6685281221997
2,-41.117058717843
2.1,-36.8348121216219
2.2,-39.771355252742
2.3,-72.891948810857
2.4,-52.7183330795931
2.5,-69.8373636057031
2.6,-86.6464328474632
2.7,-90.5489475190998
2.8,-95.4767612191267
2.9,-106.979447355763
3,-136.873069551029
